Season,Week,Day,Date,AwayTeam,HomeTeam,Quarter,DriveNumber,TeamWithPossession,IsScoringDrive,PlayNumberInDrive,IsScoringPlay,PlayOutcome,PlayDescription,PlayStart
2023,Week 6,SUN,10/15,Panthers,Dolphins,2ND QUARTER,1,MIA,1,11,1,Extra Point Good,"J.Sanders extra point is GOOD, Center-B.Ferguson, Holder-J.Bailey.",XP attempt from CAR 15
2023,Week 6,SUN,10/15,Panthers,Dolphins,2ND QUARTER,2,CAR,0,1,0,Kickoff,"J.Sanders kicks 65 yards from MIA 35 to end zone, Touchback.",Kickoff from MIA 35
2023,Week 6,SUN,10/15,Panthers,Dolphins,2ND QUARTER,2,CAR,0,2,0,4 Yard Run,"(11:13) C.Hubbard left tackle to CAR 29 for 4 yards (J.Baker, A.Van Ginkel).",1st & 10 at CAR 25
2023,Week 6,SUN,10/15,Panthers,Dolphins,2ND QUARTER,2,CAR,0,3,0,8 Yard Pass,(10:35) (Shotgun) B.Young pass short right to A.Thielen to CAR 37 for 8 yards (A.Van Ginkel).,2nd & 6 at CAR 29
2023,Week 6,SUN,10/15,Panthers,Dolphins,2ND QUARTER,2,CAR,0,4,0,10 Yard Pass,(9:56) B.Young pass short left to J.Mingo to CAR 47 for 10 yards (E.Apple).,1st & 10 at CAR 37
2023,Week 6,SUN,10/15,Panthers,Dolphins,2ND QUARTER,2,CAR,0,5,0,2 Yard Run,(9:14) (Shotgun) C.Hubbard up the middle to CAR 49 for 2 yards (B.Chubb).,1st & 10 at CAR 47
2023,Week 6,SUN,10/15,Panthers,Dolphins,2ND QUARTER,2,CAR,0,6,0,Pass Incomplete,"(8:36) (No Huddle, Shotgun) B.Young pass incomplete short middle to J.Mingo.",2nd & 8 at CAR 49
2023,Week 6,SUN,10/15,Panthers,Dolphins,2ND QUARTER,2,CAR,0,7,0,Pass Incomplete,(8:32) (Shotgun) B.Young pass incomplete deep left to D.Chark.,3rd & 8 at CAR 49
2023,Week 6,SUN,10/15,Panthers,Dolphins,2ND QUARTER,3,MIA,1,1,0,49 Yard Run,(8:20) R.Mostert left tackle pushed ob at CAR 8 for 49 yards (C.Henderson).,1st & 10 at MIA 43
2023,Week 6,SUN,10/15,Panthers,Dolphins,2ND QUARTER,3,MIA,1,2,0,4 Yard Run,(7:45) (Shotgun) R.Mostert up the middle to CAR 4 for 4 yards (S.Tuttle).,1st & 8 at CAR 8
2023,Week 6,SUN,10/15,Panthers,Dolphins,2ND QUARTER,3,MIA,1,3,0,Touchdown Dolphins,"(7:07) T.Tagovailoa pass short left to J.Waddle for 4 yards, TOUCHDOWN.",2nd & 4 at CAR 4
2023,Week 6,SUN,10/15,Panthers,Dolphins,2ND QUARTER,3,MIA,1,4,1,Extra Point Good,"J.Sanders extra point is GOOD, Center-B.Ferguson, Holder-J.Bailey.",XP attempt from CAR 15
2023,Week 6,SUN,10/15,Panthers,Dolphins,2ND QUARTER,4,CAR,0,1,0,Kickoff,"J.Sanders kicks 65 yards from MIA 35 to end zone, Touchback.",Kickoff from MIA 35
2023,Week 6,SUN,10/15,Panthers,Dolphins,2ND QUARTER,4,CAR,0,2,0,Pass for No Gain,(7:00) (Shotgun) B.Young pass short right to L.Shenault to CAR 25 for no gain (J.Baker). CAR-L.Shenault was injured during the play.,1st & 10 at CAR 25
2023,Week 6,SUN,10/15,Panthers,Dolphins,2ND QUARTER,4,CAR,0,3,0,3 Yard Run,(6:25) (Shotgun) C.Hubbard right guard to CAR 28 for 3 yards (Z.Sieler; C.Wilkins).,2nd & 10 at CAR 25
2023,Week 6,SUN,10/15,Panthers,Dolphins,2ND QUARTER,4,CAR,0,4,0,1 Yard Pass,(5:47) (Shotgun) B.Young pass short left to D.Chark to CAR 29 for 1 yard (X.Howard).,3rd & 7 at CAR 28
2023,Week 6,SUN,10/15,Panthers,Dolphins,2ND QUARTER,4,CAR,0,5,0,Punt,"(5:09) J.Hekker punts 43 yards to MIA 28, Center-J.Jansen, fair catch by B.Berrios.",4th & 6 at CAR 29
2023,Week 6,SUN,10/15,Panthers,Dolphins,2ND QUARTER,5,MIA,1,1,0,Pass Incomplete,(5:01) (Shotgun) T.Tagovailoa pass incomplete short middle to T.Hill (S.Tuttle).,1st & 10 at MIA 28
2023,Week 6,SUN,10/15,Panthers,Dolphins,2ND QUARTER,5,MIA,1,2,0,Pass Incomplete,(4:58) (Shotgun) T.Tagovailoa pass incomplete short left.,2nd & 10 at MIA 28
2023,Week 6,SUN,10/15,Panthers,Dolphins,2ND QUARTER,5,MIA,1,3,0,17 Yard Pass,"(4:51) (Shotgun) T.Tagovailoa pass short middle to J.Waddle to MIA 45 for 17 yards (C.Henderson, M.Farley).",3rd & 10 at MIA 28
2023,Week 6,SUN,10/15,Panthers,Dolphins,2ND QUARTER,5,MIA,1,4,0,2 Yard Run,(4:15) (Shotgun) S.Ahmed right end to MIA 47 for 2 yards (S.Tuttle).,1st & 10 at MIA 45
2023,Week 6,SUN,10/15,Panthers,Dolphins,2ND QUARTER,5,MIA,1,5,0,Pass Incomplete,(3:33) (Shotgun) T.Tagovailoa pass incomplete short right to T.Hill.,2nd & 8 at MIA 47
2023,Week 6,SUN,10/15,Panthers,Dolphins,2ND QUARTER,5,MIA,1,6,0,8 Yard Pass,(3:30) (Shotgun) T.Tagovailoa pass short left to R.Mostert to CAR 45 for 8 yards (D.Jackson).,3rd & 8 at MIA 47
2023,Week 6,SUN,10/15,Panthers,Dolphins,2ND QUARTER,5,MIA,1,7,0,2 Yard Run,"(2:49) (Shotgun) R.Mostert left tackle to CAR 43 for 2 yards (B.Burns, F.Luvu).",1st & 10 at CAR 45
2023,Week 6,SUN,10/15,Panthers,Dolphins,2ND QUARTER,5,MIA,1,8,0,2 Yard Pass,(2:10) (Shotgun) T.Tagovailoa pass short right to S.Ahmed to CAR 41 for 2 yards (T.Hill).,2nd & 8 at CAR 43
2023,Week 6,SUN,10/15,Panthers,Dolphins,2ND QUARTER,5,MIA,1,9,0,Touchdown Dolphins,"(2:00) (Shotgun) T.Tagovailoa pass deep right to T.Hill for 41 yards, TOUCHDOWN.
PENALTY on MIA-T.Hill, Unsportsmanlike Conduct, 15 yards, enforced between downs.",3rd & 6 at CAR 41
2023,Week 6,SUN,10/15,Panthers,Dolphins,2ND QUARTER,5,MIA,1,10,1,Extra Point Good,"J.Sanders extra point is GOOD, Center-B.Ferguson, Holder-J.Bailey.",XP attempt from CAR 15
2023,Week 6,SUN,10/15,Panthers,Dolphins,2ND QUARTER,6,CAR,0,1,0,Kickoff,J.Sanders kicks 76 yards from MIA 20 to CAR 4. R.Blackshear to CAR 35 for 31 yards (B.Jones).,Kickoff from MIA 20
2023,Week 6,SUN,10/15,Panthers,Dolphins,2ND QUARTER,6,CAR,0,2,0,Pass Incomplete,(1:48) (Shotgun) B.Young pass incomplete short right.,1st & 10 at CAR 35
2023,Week 6,SUN,10/15,Panthers,Dolphins,2ND QUARTER,6,CAR,0,3,0,Pass Incomplete,(1:43) (Shotgun) B.Young pass incomplete short right [C.Wilkins].,2nd & 10 at CAR 35
2023,Week 6,SUN,10/15,Panthers,Dolphins,2ND QUARTER,6,CAR,0,4,0,16 Yard Pass,(1:39) (Shotgun) B.Young pass short right to A.Thielen to MIA 49 for 16 yards (P.Nickerson).,3rd & 10 at CAR 35
2023,Week 6,SUN,10/15,Panthers,Dolphins,2ND QUARTER,6,CAR,0,5,0,16 Yard Pass,"(1:16) (No Huddle, Shotgun) B.Young pass short left to A.Thielen to MIA 33 for 16 yards (E.Apple).",1st & 10 at MIA 49
2023,Week 6,SUN,10/15,Panthers,Dolphins,2ND QUARTER,6,CAR,0,6,0,7 Yard Pass,"(:53) (No Huddle, Shotgun) B.Young pass short right to A.Thielen to MIA 26 for 7 yards (K.Kohou).",1st & 10 at MIA 33
2023,Week 6,SUN,10/15,Panthers,Dolphins,2ND QUARTER,6,CAR,0,7,0,Pass Incomplete,(:36) B.Young pass incomplete deep left.,2nd & 3 at MIA 26
2023,Week 6,SUN,10/15,Panthers,Dolphins,2ND QUARTER,6,CAR,0,8,0,1 Yard Pass,(:29) (Shotgun) B.Young pass short left to D.Chark to MIA 25 for 1 yard (B.Chubb).,3rd & 3 at MIA 26
2023,Week 6,SUN,10/15,Panthers,Dolphins,2ND QUARTER,6,CAR,0,9,0,Field Goal No Good,"(:02) E.Pineiro 43 yard field goal is No Good, Wide Right, Center-J.Jansen, Holder-J.Hekker.",4th & 2 at MIA 25
2023,Week 6,SUN,10/15,Panthers,Dolphins,3RD QUARTER,1,MIA,0,1,0,Kickoff,"E.Pineiro kicks 65 yards from CAR 35 to end zone, Touchback.",Kickoff from CAR 35
2023,Week 6,SUN,10/15,Panthers,Dolphins,3RD QUARTER,1,MIA,0,2,0,Pass Incomplete,(15:00) T.Tagovailoa pass incomplete short right to T.Hill (S.Tuttle).,1st & 10 at MIA 25
2023,Week 6,SUN,10/15,Panthers,Dolphins,3RD QUARTER,1,MIA,0,3,0,Pass Incomplete,(14:57) T.Tagovailoa pass incomplete deep right to T.Hill.,2nd & 10 at MIA 25
2023,Week 6,SUN,10/15,Panthers,Dolphins,3RD QUARTER,1,MIA,0,4,0,Pass Incomplete,(14:52) (Shotgun) T.Tagovailoa pass incomplete short left [B.Burns].,3rd & 10 at MIA 25
2023,Week 6,SUN,10/15,Panthers,Dolphins,3RD QUARTER,1,MIA,0,5,0,Punt,"(14:47) J.Bailey punts 45 yards to CAR 30, Center-B.Ferguson, fair catch by I.Smith-Marsette.",4th & 10 at MIA 25
2023,Week 6,SUN,10/15,Panthers,Dolphins,3RD QUARTER,2,CAR,0,1,0,5 Yard Pass,(14:40) (Shotgun) B.Young pass short middle to A.Thielen to CAR 35 for 5 yards (X.Howard).,1st & 10 at CAR 30
2023,Week 6,SUN,10/15,Panthers,Dolphins,3RD QUARTER,2,CAR,0,2,0,4 Yard Run,"(14:13) (No Huddle, Shotgun) C.Hubbard up the middle to CAR 39 for 4 yards (D.Long, E.Apple).",2nd & 5 at CAR 35
2023,Week 6,SUN,10/15,Panthers,Dolphins,3RD QUARTER,2,CAR,0,3,0,2 Yard Run,"(13:50) (No Huddle, Shotgun) C.Hubbard up the middle to CAR 41 for 2 yards (B.Chubb).",3rd & 1 at CAR 39
2023,Week 6,SUN,10/15,Panthers,Dolphins,3RD QUARTER,2,CAR,0,4,0,Pass Incomplete,(13:07) (Shotgun) B.Young pass incomplete short left to T.Marshall (K.Kohou) [K.Kohou].,1st & 10 at CAR 41
2023,Week 6,SUN,10/15,Panthers,Dolphins,3RD QUARTER,2,CAR,0,5,0,4 Yard Pass,(13:00) (Shotgun) B.Young pass short left to A.Thielen to CAR 45 for 4 yards (J.Baker).,2nd & 10 at CAR 41
2023,Week 6,SUN,10/15,Panthers,Dolphins,3RD QUARTER,2,CAR,0,6,0,-9 Yard Sack,(12:18) (Shotgun) B.Young sacked at CAR 36 for -9 yards (C.Wilkins).,3rd & 6 at CAR 45
2023,Week 6,SUN,10/15,Panthers,Dolphins,3RD QUARTER,2,CAR,0,7,0,Punt,"(11:40) J.Hekker punts 55 yards to MIA 9, Center-J.Jansen, fair catch by B.Berrios.",4th & 15 at CAR 36
2023,Week 6,SUN,10/15,Panthers,Dolphins,3RD QUARTER,3,MIA,1,1,0,9 Yard Run,(11:32) R.Mostert right end to MIA 18 for 9 yards (S.Tuttle).,1st & 10 at MIA 9
2023,Week 6,SUN,10/15,Panthers,Dolphins,3RD QUARTER,3,MIA,1,2,0,4 Yard Run,(10:53) (Shotgun) R.Mostert up the middle to MIA 22 for 4 yards (Der.Brown; Y.Gross-Matos).,2nd & 1 at MIA 18
2023,Week 6,SUN,10/15,Panthers,Dolphins,3RD QUARTER,3,MIA,1,3,0,5 Yard Penalty,"(10:13) R.Mostert right tackle to MIA 22 for no gain (Der.Brown).
PENALTY on CAR-Der.Brown, Defensive Offside, 5 yards, enforced at MIA 22 - No Play.",1st & 10 at MIA 22
2023,Week 6,SUN,10/15,Panthers,Dolphins,3RD QUARTER,3,MIA,1,4,0,Run for No Gain,(9:53) (Shotgun) R.Mostert right tackle to MIA 27 for no gain (D.Johnson; F.Luvu).,1st & 5 at MIA 27
2023,Week 6,SUN,10/15,Panthers,Dolphins,3RD QUARTER,3,MIA,1,5,0,47 Yard Pass,(9:14) (Shotgun) T.Tagovailoa pass deep middle to T.Hill ran ob at CAR 26 for 47 yards (C.Henderson).,2nd & 5 at MIA 27
2023,Week 6,SUN,10/15,Panthers,Dolphins,3RD QUARTER,3,MIA,1,6,0,9 Yard Pass,(8:28) (Shotgun) T.Tagovailoa pass short left to J.Waddle to CAR 17 for 9 yards (M.Farley).,1st & 10 at CAR 26
2023,Week 6,SUN,10/15,Panthers,Dolphins,3RD QUARTER,3,MIA,1,7,0,9 Yard Pass,(7:45) (Shotgun) T.Tagovailoa pass short right to S.Ahmed to CAR 8 for 9 yards (M.Farley).,2nd & 1 at CAR 17
2023,Week 6,SUN,10/15,Panthers,Dolphins,3RD QUARTER,3,MIA,1,8,0,4 Yard Run,"(7:08) R.Mostert right end to CAR 4 for 4 yards (C.Henderson, K.Grugier-Hill).",1st & 8 at CAR 8
2023,Week 6,SUN,10/15,Panthers,Dolphins,3RD QUARTER,3,MIA,1,9,0,Touchdown Dolphins,"(6:25) (Shotgun) R.Mostert left guard for 4 yards, TOUCHDOWN.",2nd & 4 at CAR 4
2023,Week 6,SUN,10/15,Panthers,Dolphins,3RD QUARTER,3,MIA,1,10,1,Extra Point Good,"J.Sanders extra point is GOOD, Center-B.Ferguson, Holder-J.Bailey.",XP attempt from CAR 15
2023,Week 6,SUN,10/15,Panthers,Dolphins,3RD QUARTER,4,CAR,0,1,0,Kickoff,"J.Sanders kicks 65 yards from MIA 35 to end zone, Touchback.",Kickoff from MIA 35
2023,Week 6,SUN,10/15,Panthers,Dolphins,3RD QUARTER,4,CAR,0,2,0,6 Yard Run,(6:21) (Shotgun) C.Hubbard left end to CAR 31 for 6 yards (D.Long; D.Elliott).,1st & 10 at CAR 25
2023,Week 6,SUN,10/15,Panthers,Dolphins,3RD QUARTER,4,CAR,0,3,0,2 Yard Run,"(5:56) (No Huddle, Shotgun) C.Hubbard right guard to CAR 33 for 2 yards (R.Davis).",2nd & 4 at CAR 31
2023,Week 6,SUN,10/15,Panthers,Dolphins,3RD QUARTER,4,CAR,0,4,0,24 Yard Pass,"(5:33) (No Huddle, Shotgun) B.Young pass deep right to D.Chark to MIA 43 for 24 yards (E.Apple).",3rd & 2 at CAR 33
2023,Week 6,SUN,10/15,Panthers,Dolphins,3RD QUARTER,4,CAR,0,5,0,4 Yard Pass,"(4:55) (No Huddle, Shotgun) B.Young pass short right to T.Tremble to MIA 39 for 4 yards (D.Elliott, D.Riley).",1st & 10 at MIA 43
2023,Week 6,SUN,10/15,Panthers,Dolphins,3RD QUARTER,4,CAR,0,6,0,5 Yard Run,"(4:28) (No Huddle, Shotgun) C.Hubbard right end pushed ob at MIA 34 for 5 yards (X.Howard).",2nd & 6 at MIA 39
2023,Week 6,SUN,10/15,Panthers,Dolphins,3RD QUARTER,4,CAR,0,7,0,2 Yard Run,"(4:02) (No Huddle, Shotgun) C.Hubbard up the middle to MIA 32 for 2 yards (D.Long; J.Phillips).",3rd & 1 at MIA 34
2023,Week 6,SUN,10/15,Panthers,Dolphins,3RD QUARTER,4,CAR,0,8,0,4 Yard Run,"(3:33) (No Huddle, Shotgun) C.Hubbard right guard to MIA 28 for 4 yards (D.Elliott).",1st & 10 at MIA 32
2023,Week 6,SUN,10/15,Panthers,Dolphins,3RD QUARTER,4,CAR,0,9,0,4 Yard Run,(3:00) (Shotgun) R.Blackshear up the middle to MIA 24 for 4 yards (C.Wilkins; D.Riley).,2nd & 6 at MIA 28
2023,Week 6,SUN,10/15,Panthers,Dolphins,3RD QUARTER,4,CAR,0,10,0,Pass Incomplete,"(2:35) (No Huddle, Shotgun) B.Young pass incomplete short left to D.Chark.",3rd & 2 at MIA 24
2023,Week 6,SUN,10/15,Panthers,Dolphins,3RD QUARTER,4,CAR,0,11,0,Turnover on Downs,"(2:31) (No Huddle, Shotgun) B.Young pass incomplete deep right to H.Hurst.",4th & 2 at MIA 24
2023,Week 6,SUN,10/15,Panthers,Dolphins,4TH QUARTER,1,MIA,1,1,0,7 Yard Run,(2:28) (Shotgun) S.Ahmed left end to MIA 31 for 7 yards (D.Jackson). CAR-F.Luvu was injured during the play. His return is Probable.,1st & 10 at MIA 24
2023,Week 6,SUN,10/15,Panthers,Dolphins,4TH QUARTER,1,MIA,1,2,0,24 Yard Pass,(2:03) (Shotgun) T.Tagovailoa pass deep right to T.Hill ran ob at CAR 45 for 24 yards (C.Henderson).,2nd & 3 at MIA 31
2023,Week 6,SUN,10/15,Panthers,Dolphins,4TH QUARTER,1,MIA,1,3,0,2 Yard Run,"(1:27) (Shotgun) S.Ahmed up the middle to CAR 43 for 2 yards (D.Jones, S.Franklin).",1st & 10 at CAR 45
2023,Week 6,SUN,10/15,Panthers,Dolphins,4TH QUARTER,1,MIA,1,4,0,Pass Incomplete,(:48) (Shotgun) T.Tagovailoa pass incomplete deep middle to J.Waddle. CAR-S.Franklin was injured during the play. His return is Probable.,2nd & 8 at CAR 43
2023,Week 6,SUN,10/15,Panthers,Dolphins,4TH QUARTER,1,MIA,1,5,0,10 Yard Pass,(:43) (Shotgun) T.Tagovailoa pass short right to B.Berrios to CAR 33 for 10 yards (M.Farley).,3rd & 8 at CAR 43
2023,Week 6,SUN,10/15,Panthers,Dolphins,4TH QUARTER,1,MIA,1,6,0,11 Yard Run,(:08) R.Mostert right end to CAR 22 for 11 yards (C.Henderson).,1st & 10 at CAR 33
2023,Week 6,SUN,10/15,Panthers,Dolphins,4TH QUARTER,1,MIA,1,7,0,-1 Yard Run,"(15:00) R.Mostert right end to CAR 23 for -1 yards (F.Luvu, Y.Gross-Matos). CAR-Y.Gross-Matos was injured during the play. His return is Probable.",1st & 10 at CAR 22
2023,Week 6,SUN,10/15,Panthers,Dolphins,4TH QUARTER,1,MIA,1,8,0,13 Yard Pass,(14:24) T.Tagovailoa pass short middle to T.Hill to CAR 10 for 13 yards (S.Franklin).,2nd & 11 at CAR 23
2023,Week 6,SUN,10/15,Panthers,Dolphins,4TH QUARTER,1,MIA,1,9,0,8 Yard Run,(13:38) R.Mostert right end to CAR 2 for 8 yards (F.Luvu).,1st & 10 at CAR 10
2023,Week 6,SUN,10/15,Panthers,Dolphins,4TH QUARTER,1,MIA,1,10,0,1 Yard Penalty,"(12:56) (Shotgun) T.Tagovailoa pass incomplete short right to J.Waddle.
PENALTY on CAR-J.Chinn, Defensive Pass Interference, 1 yard, enforced at CAR 2 - No Play.",2nd & 2 at CAR 2
2023,Week 6,SUN,10/15,Panthers,Dolphins,4TH QUARTER,1,MIA,1,11,0,Run for No Gain,(12:52) R.Mostert right guard to CAR 1 for no gain (S.Franklin).,1st & 1 at CAR 1
2023,Week 6,SUN,10/15,Panthers,Dolphins,4TH QUARTER,1,MIA,1,12,0,Pass Incomplete,(12:30) (No Huddle) T.Tagovailoa pass incomplete short left to D.Smythe (S.Tuttle).,2nd & 1 at CAR 1
2023,Week 6,SUN,10/15,Panthers,Dolphins,4TH QUARTER,1,MIA,1,13,0,Touchdown Dolphins,"(12:27) (Shotgun) R.Mostert up the middle for 1 yard, TOUCHDOWN.",3rd & 1 at CAR 1
2023,Week 6,SUN,10/15,Panthers,Dolphins,4TH QUARTER,1,MIA,1,14,1,Extra Point Good,"J.Sanders extra point is GOOD, Center-B.Ferguson, Holder-J.Bailey.",XP attempt from CAR 15
2023,Week 6,SUN,10/15,Panthers,Dolphins,4TH QUARTER,2,CAR,0,1,0,Kickoff,"J.Bailey kicks 65 yards from MIA 35 to end zone, Touchback.",Kickoff from MIA 35
2023,Week 6,SUN,10/15,Panthers,Dolphins,4TH QUARTER,2,CAR,0,2,0,11 Yard Pass,(12:23) (Shotgun) B.Young pass short left to J.Mingo to CAR 36 for 11 yards (K.Kohou).,1st & 10 at CAR 25
2023,Week 6,SUN,10/15,Panthers,Dolphins,4TH QUARTER,2,CAR,0,3,0,-10 Yard Sack,"(11:50) (No Huddle, Shotgun) B.Young sacked at CAR 26 for -10 yards (C.Wilkins).",1st & 10 at CAR 36
2023,Week 6,SUN,10/15,Panthers,Dolphins,4TH QUARTER,2,CAR,0,4,0,2 Yard Pass,"(11:17) (No Huddle, Shotgun) B.Young pass short left to C.Hubbard to CAR 28 for 2 yards (J.Baker).",2nd & 20 at CAR 26
2023,Week 6,SUN,10/15,Panthers,Dolphins,4TH QUARTER,2,CAR,0,5,0,-11 Yard Sack,(10:30) (Shotgun) B.Young sacked at CAR 17 for -11 yards (Z.Sieler). MIA-Z.Sieler was injured during the play. His return is Probable.,3rd & 18 at CAR 28
2023,Week 6,SUN,10/15,Panthers,Dolphins,4TH QUARTER,2,CAR,0,6,0,Punt,"(9:56) J.Hekker punts 48 yards to MIA 35, Center-J.Jansen. B.Berrios ran ob at CAR 45 for 20 yards (M.Farley).
Penalty on MIA-C.Tindall, Offensive Holding, offsetting, enforced at MIA 35.
Penalty on CAR-J.Hekker, Unnecessary Roughness, offsetting.",4th & 29 at CAR 17
2023,Week 6,SUN,10/15,Panthers,Dolphins,4TH QUARTER,3,MIA,0,1,0,13 Yard Run,(9:43) (Shotgun) R.Mostert up the middle to MIA 48 for 13 yards (M.Farley).,1st & 10 at MIA 35
2023,Week 6,SUN,10/15,Panthers,Dolphins,4TH QUARTER,3,MIA,0,2,0,-2 Yard Pass,(9:08) (Shotgun) T.Tagovailoa pass short right to J.Waddle to MIA 46 for -2 yards (C.Henderson).,1st & 10 at MIA 48
2023,Week 6,SUN,10/15,Panthers,Dolphins,4TH QUARTER,3,MIA,0,3,0,Pass for No Gain,(8:27) (Shotgun) T.Tagovailoa pass short left to S.Ahmed to MIA 46 for no gain (J.Houston).,2nd & 12 at MIA 46
2023,Week 6,SUN,10/15,Panthers,Dolphins,4TH QUARTER,3,MIA,0,4,0,Pass Incomplete,(7:44) (Shotgun) T.Tagovailoa pass incomplete deep right to S.Ahmed (C.Henderson).,3rd & 12 at MIA 46
2023,Week 6,SUN,10/15,Panthers,Dolphins,4TH QUARTER,3,MIA,0,5,0,Punt,"(7:38) J.Bailey punts 46 yards to CAR 8, Center-B.Ferguson, downed by MIA-J.Bethel.",4th & 12 at MIA 46
2023,Week 6,SUN,10/15,Panthers,Dolphins,4TH QUARTER,4,CAR,0,1,0,5 Yard Run,"(7:27) (Shotgun) C.Hubbard up the middle to CAR 13 for 5 yards (E.Ogbah, D.Long).",1st & 10 at CAR 8
2023,Week 6,SUN,10/15,Panthers,Dolphins,4TH QUARTER,4,CAR,0,2,0,6 Yard Pass,"(6:53) (No Huddle, Shotgun) B.Young pass short right to A.Thielen to CAR 19 for 6 yards (P.Nickerson).",2nd & 5 at CAR 13
2023,Week 6,SUN,10/15,Panthers,Dolphins,4TH QUARTER,4,CAR,0,3,0,5 Yard Penalty,"(6:10) (Shotgun) B.Young sacked at CAR 8 for -11 yards (B.Chubb).
PENALTY on MIA-P.Nickerson, Defensive Holding, 5 yards, enforced at CAR 19 - No Play.",1st & 10 at CAR 19
2023,Week 6,SUN,10/15,Panthers,Dolphins,4TH QUARTER,4,CAR,0,4,0,16 Yard Pass,(5:43) (Shotgun) B.Young pass short middle to H.Hurst to CAR 40 for 16 yards (P.Nickerson).,1st & 10 at CAR 24
2023,Week 6,SUN,10/15,Panthers,Dolphins,4TH QUARTER,4,CAR,0,5,0,Pass Incomplete,"(5:12) (No Huddle, Shotgun) B.Young pass incomplete deep right to A.Thielen.",1st & 10 at CAR 40
2023,Week 6,SUN,10/15,Panthers,Dolphins,4TH QUARTER,4,CAR,0,6,0,Pass Incomplete,(5:07) (Shotgun) B.Young pass incomplete short right to A.Thielen.,2nd & 10 at CAR 40
2023,Week 6,SUN,10/15,Panthers,Dolphins,4TH QUARTER,4,CAR,0,7,0,Pass Incomplete,(5:03) (Shotgun) B.Young pass incomplete short left to T.Marshall.,3rd & 10 at CAR 40
2023,Week 6,SUN,10/15,Panthers,Dolphins,4TH QUARTER,4,CAR,0,8,0,Turnover on Downs,(4:57) (Shotgun) B.Young pass incomplete short right to T.Marshall [J.Phillips].,4th & 10 at CAR 40
2023,Week 6,SUN,10/15,Panthers,Dolphins,4TH QUARTER,5,CAR,1,1,0,4 Yard Run,"(4:49) New QB #14 - White, Mike. (Shotgun) C.Brooks up the middle to CAR 35 for 4 yards (D.Johnson; L.Ray).",1st & 10 at CAR 39
2023,Week 6,SUN,10/15,Panthers,Dolphins,4TH QUARTER,5,CAR,1,2,0,-4 Yard Run,"(4:43) (Shotgun) C.Brooks left tackle to CAR 39 for -4 yards (D.Jones, S.Franklin).",2nd & 6 at CAR 35
2023,Week 6,SUN,10/15,Panthers,Dolphins,4TH QUARTER,5,CAR,1,3,1,Touchdown Panthers,"(4:37) (Shotgun) M.White pass short right intended for S.Ahmed INTERCEPTED by T.Hill at CAR 39. T.Hill for 61 yards, TOUCHDOWN.",3rd & 10 at CAR 39
2023,Week 6,SUN,10/15,Panthers,Dolphins,4TH QUARTER,6,MIA,1,1,0,Kickoff,"E.Pineiro kicks onside 7 yards from CAR 35 to CAR 42. D.Riley (didn't try to advance) to CAR 42 for no gain.
PENALTY on CAR, Illegal Formation, 5 yards, enforced at CAR 42.",Kickoff from CAR 35
2023,Week 6,SUN,10/15,Panthers,Dolphins,4TH QUARTER,6,MIA,1,2,0,Run for No Gain,(4:25) (Shotgun) C.Brooks up the middle to CAR 37 for no gain (D.Jones).,1st & 10 at CAR 37
2023,Week 6,SUN,10/15,Panthers,Dolphins,4TH QUARTER,6,MIA,1,3,0,28 Yard Run,(4:21) (Shotgun) C.Brooks right end to CAR 9 for 28 yards (K.Grugier-Hill).,2nd & 10 at CAR 37
2023,Week 6,SUN,10/15,Panthers,Dolphins,4TH QUARTER,6,MIA,1,4,0,1 Yard Run,"(3:34) (Shotgun) C.Brooks left guard to CAR 8 for 1 yard (A.Barno, L.Ray).",1st & 9 at CAR 9
2023,Week 6,SUN,10/15,Panthers,Dolphins,4TH QUARTER,6,MIA,1,5,0,-1 Yard Run,(2:53) (Shotgun) C.Brooks left guard to CAR 9 for -1 yards (N.Thurman). MIA-C.Brooks was injured during the play. He is Out.,2nd & 8 at CAR 8
2023,Week 6,SUN,10/15,Panthers,Dolphins,4TH QUARTER,6,MIA,1,6,0,Touchdown Dolphins,"(2:38) S.Ahmed right end for 9 yards, TOUCHDOWN.",3rd & 9 at CAR 9
2023,Week 6,SUN,10/15,Panthers,Dolphins,4TH QUARTER,6,MIA,1,7,1,Extra Point Good,"J.Sanders extra point is GOOD, Center-B.Ferguson, Holder-J.Bailey.",XP attempt from CAR 15
2023,Week 6,SUN,10/15,Panthers,Dolphins,4TH QUARTER,7,CAR,0,1,0,Kickoff,"J.Sanders kicks 65 yards from MIA 35 to end zone, Touchback.",Kickoff from MIA 35
2023,Week 6,SUN,10/15,Panthers,Dolphins,4TH QUARTER,7,CAR,0,2,0,4 Yard Pass,(2:31) (Shotgun) B.Young pass short right to R.Blackshear pushed ob at CAR 29 for 4 yards (C.Smith).,1st & 10 at CAR 25
2023,Week 6,SUN,10/15,Panthers,Dolphins,4TH QUARTER,7,CAR,0,3,0,2 Yard Run,"(2:24) (No Huddle, Shotgun) R.Blackshear left guard to CAR 31 for 2 yards (D.Hand; D.Long).",2nd & 6 at CAR 29
2023,Week 6,SUN,10/15,Panthers,Dolphins,4TH QUARTER,7,CAR,0,4,0,Pass Incomplete,(2:00) (Shotgun) B.Young pass incomplete short left to D.Chark (E.Apple).,3rd & 4 at CAR 31
