Season,Week,Day,Date,AwayTeam,HomeTeam,Quarter,DriveNumber,TeamWithPossession,IsScoringDrive,PlayNumberInDrive,IsScoringPlay,PlayOutcome,PlayDescription,PlayStart
2023,Hall Of Fame,THU,08/03,Jets,Browns,1ST QUARTER,1,CLE,0,1,0,Kickoff,"G.Zuerlein kicks 65 yards from NYJ 35 to end zone, Touchback.",Kickoff from NYJ 35
2023,Hall Of Fame,THU,08/03,Jets,Browns,1ST QUARTER,1,CLE,0,2,0,5 Yard Pass,(15:00) K.Mond pass short left to J.Kelly to CLE 30 for 5 yards (T.Smart).,1st & 10 at CLE 25
2023,Hall Of Fame,THU,08/03,Jets,Browns,1ST QUARTER,1,CLE,0,3,0,7 Yard Pass,(14:17) (Shotgun) K.Mond pass short right to Z.Mitchell-Paden to CLE 37 for 7 yards (J.Sherwood; H.Nasirildeen). NYJ-H.Nasirildeen was injured during the play. He is Out.,2nd & 5 at CLE 30
2023,Hall Of Fame,THU,08/03,Jets,Browns,1ST QUARTER,1,CLE,0,4,0,1 Yard Run,(13:37) J.Kelly left guard to CLE 38 for 1 yard (B.Echols; M.Clemons).,1st & 10 at CLE 37
2023,Hall Of Fame,THU,08/03,Jets,Browns,1ST QUARTER,1,CLE,0,5,0,8 Yard Run,(13:02) (Shotgun) J.Kelly right guard to CLE 46 for 8 yards (Z.Barnes).,2nd & 9 at CLE 38
2023,Hall Of Fame,THU,08/03,Jets,Browns,1ST QUARTER,1,CLE,0,6,0,15 Yard Penalty,"(12:25) K.Mond pass short right to J.Kelly pushed ob at NYJ 35 for 19 yards (B.Echols).
PENALTY on NYJ-B.Echols, Unnecessary Roughness, 15 yards, enforced at CLE 46 - No Play.
Penalty on CLE, Illegal Formation, superseded.",3rd & 1 at CLE 46
2023,Hall Of Fame,THU,08/03,Jets,Browns,1ST QUARTER,1,CLE,0,7,0,15 Yard Pass,(12:07) K.Mond pass short left to C.Tillman to NYJ 24 for 15 yards (J.Sherwood).,1st & 10 at NYJ 39
2023,Hall Of Fame,THU,08/03,Jets,Browns,1ST QUARTER,1,CLE,0,8,0,Run for No Gain,(11:25) J.Kelly left tackle to NYJ 24 for no gain (B.Echols; Z.Barnes).,1st & 10 at NYJ 24
2023,Hall Of Fame,THU,08/03,Jets,Browns,1ST QUARTER,1,CLE,0,9,0,Pass Incomplete,(10:47) (Shotgun) K.Mond pass incomplete short right to J.Kelly (J.Johnson).,2nd & 10 at NYJ 24
2023,Hall Of Fame,THU,08/03,Jets,Browns,1ST QUARTER,1,CLE,0,10,0,-7 Yard Sack,(10:43) (Shotgun) K.Mond sacked at NYJ 31 for -7 yards (B.Huff).,3rd & 10 at NYJ 24
2023,Hall Of Fame,THU,08/03,Jets,Browns,1ST QUARTER,1,CLE,0,11,0,Field Goal No Good,"(10:00) C.York 49 yard field goal is No Good, Wide Right, Center-C.Hughlett, Holder-C.Bojorquez.",4th & 17 at NYJ 31
2023,Hall Of Fame,THU,08/03,Jets,Browns,1ST QUARTER,2,NYJ,0,1,0,5 Yard Run,(9:56) I.Abanikanda left guard to NYJ 44 for 5 yards (J.Kunaszyk; M.Diabate).,1st & 10 at NYJ 39
2023,Hall Of Fame,THU,08/03,Jets,Browns,1ST QUARTER,2,NYJ,0,2,0,3 Yard Pass,(9:20) (Shotgun) Z.Wilson pass short right to K.Yeboah ran ob at NYJ 47 for 3 yards.,2nd & 5 at NYJ 44
2023,Hall Of Fame,THU,08/03,Jets,Browns,1ST QUARTER,2,NYJ,0,3,0,Sack,(8:42) (Shotgun) Z.Wilson sacked at NYJ 47 for 0 yards (J.Kunaszyk).,3rd & 2 at NYJ 47
2023,Hall Of Fame,THU,08/03,Jets,Browns,1ST QUARTER,2,NYJ,0,4,0,Punt,"(7:56) T.Morstead punts 48 yards to CLE 5, Center-T.Hennessy. D.Felton to CLE 12 for 7 yards (C.Surratt).",4th & 2 at NYJ 47
2023,Hall Of Fame,THU,08/03,Jets,Browns,1ST QUARTER,3,CLE,0,1,0,10 Yard Run,(7:44) (Shotgun) J.Kelly left guard to CLE 22 for 10 yards (J.Sherwood).,1st & 10 at CLE 12
2023,Hall Of Fame,THU,08/03,Jets,Browns,1ST QUARTER,3,CLE,0,2,0,5 Yard Penalty,"(7:02) J.Kelly right guard to CLE 20 for -2 yards (J.Sherwood).
PENALTY on NYJ-T.Smart, Defensive Offside, 5 yards, enforced at CLE 22 - No Play.",1st & 10 at CLE 22
2023,Hall Of Fame,THU,08/03,Jets,Browns,1ST QUARTER,3,CLE,0,3,0,5 Yard Penalty,"(6:30) K.Mond pass incomplete short right to T.Greaney (Z.Barnes).
PENALTY on NYJ-B.Echols, Defensive Holding, 5 yards, enforced at CLE 27 - No Play.
Penalty on NYJ-Z.Barnes, Illegal Contact, declined.",1st & 5 at CLE 27
2023,Hall Of Fame,THU,08/03,Jets,Browns,1ST QUARTER,3,CLE,0,4,0,Pass Incomplete,(6:23) K.Mond pass incomplete short left to Z.Mitchell-Paden [W.McDonald].,1st & 10 at CLE 32
2023,Hall Of Fame,THU,08/03,Jets,Browns,1ST QUARTER,3,CLE,0,5,0,5 Yard Run,"(6:19) (Shotgun) J.Kelly right tackle to CLE 37 for 5 yards (C.James, I.Mack).",2nd & 10 at CLE 32
2023,Hall Of Fame,THU,08/03,Jets,Browns,1ST QUARTER,3,CLE,0,6,0,Pass Incomplete,"(5:33) (Shotgun) K.Mond pass incomplete deep left to D.Baldwin (B.Echols).
Penalty on CLE, Illegal Formation, declined.",3rd & 5 at CLE 37
2023,Hall Of Fame,THU,08/03,Jets,Browns,1ST QUARTER,3,CLE,0,7,0,Punt,"(5:28) C.Bojorquez punts 58 yards to NYJ 5, Center-C.Hughlett. X.Gipson MUFFS catch, ball out of bounds at NYJ 5.",4th & 5 at CLE 37
2023,Hall Of Fame,THU,08/03,Jets,Browns,1ST QUARTER,4,NYJ,1,1,0,2 Yard Run,(5:19) I.Abanikanda left tackle to NYJ 7 for 2 yards (M.Hurst; A.Wright).,1st & 10 at NYJ 5
2023,Hall Of Fame,THU,08/03,Jets,Browns,1ST QUARTER,4,NYJ,1,2,0,57 Yard Pass,(4:39) Z.Wilson pass deep left to M.Taylor to CLE 36 for 57 yards (T.Graham).,2nd & 8 at NYJ 7
2023,Hall Of Fame,THU,08/03,Jets,Browns,1ST QUARTER,4,NYJ,1,3,0,2 Yard Run,(3:51) I.Abanikanda right guard to CLE 34 for 2 yards (T.Graham; A.Wright).,1st & 10 at CLE 36
2023,Hall Of Fame,THU,08/03,Jets,Browns,1ST QUARTER,4,NYJ,1,4,0,3 Yard Run,(3:14) I.Abanikanda left tackle to CLE 31 for 3 yards (T.Fields).,2nd & 8 at CLE 34
2023,Hall Of Fame,THU,08/03,Jets,Browns,1ST QUARTER,4,NYJ,1,5,0,-5 Yard Penalty,"(2:35) (Shotgun) PENALTY on NYJ-K.Yeboah, False Start, 5 yards, enforced at CLE 31 - No Play.",3rd & 5 at CLE 31
2023,Hall Of Fame,THU,08/03,Jets,Browns,1ST QUARTER,4,NYJ,1,6,0,Pass Incomplete,(2:14) (Shotgun) Z.Wilson pass incomplete deep right to X.Gipson.,3rd & 10 at CLE 36
2023,Hall Of Fame,THU,08/03,Jets,Browns,1ST QUARTER,4,NYJ,1,7,1,Field Goal,"(2:09) G.Zuerlein 54 yard field goal is GOOD, Center-T.Hennessy, Holder-T.Morstead.",4th & 10 at CLE 36
2023,Hall Of Fame,THU,08/03,Jets,Browns,1ST QUARTER,5,CLE,0,1,0,Kickoff,G.Zuerlein kicks 60 yards from NYJ 35 to CLE 5. H.Hall to CLE 22 for 17 yards (I.Charles).,Kickoff from NYJ 35
2023,Hall Of Fame,THU,08/03,Jets,Browns,1ST QUARTER,5,CLE,0,2,0,Fumble,"(2:01) A.Schwartz left end to CLE 29 for 7 yards (J.Sherwood). FUMBLES (J.Sherwood), RECOVERED by NYJ-J.Guidry at CLE 31.",1st & 10 at CLE 22
2023,Hall Of Fame,THU,08/03,Jets,Browns,1ST QUARTER,6,NYJ,1,1,0,5 Yard Pass,(1:54) (Shotgun) Z.Wilson pass short right to I.Abanikanda to CLE 26 for 5 yards (S.Ika).,1st & 10 at CLE 31
2023,Hall Of Fame,THU,08/03,Jets,Browns,1ST QUARTER,6,NYJ,1,2,0,Run for No Gain,(1:16) I.Abanikanda right end to CLE 26 for no gain (T.Fields; S.Kamara).,2nd & 5 at CLE 26
2023,Hall Of Fame,THU,08/03,Jets,Browns,1ST QUARTER,6,NYJ,1,3,0,Pass Incomplete,(:31) (Shotgun) Z.Wilson pass incomplete short middle to M.Taylor (T.Togiai).,3rd & 5 at CLE 26
2023,Hall Of Fame,THU,08/03,Jets,Browns,1ST QUARTER,6,NYJ,1,4,1,Field Goal,"(:26) G.Zuerlein 44 yard field goal is GOOD, Center-T.Hennessy, Holder-T.Morstead.",4th & 5 at CLE 26
2023,Hall Of Fame,THU,08/03,Jets,Browns,2ND QUARTER,1,CLE,0,1,0,Kickoff,G.Zuerlein kicks 59 yards from NYJ 35 to CLE 6. H.Hall to CLE 25 for 19 yards (B.Echols).,Kickoff from NYJ 35
2023,Hall Of Fame,THU,08/03,Jets,Browns,2ND QUARTER,1,CLE,0,2,0,1 Yard Run,(:16) (Shotgun) D.Felton left guard to CLE 26 for 1 yard (W.McDonald).,1st & 10 at CLE 25
2023,Hall Of Fame,THU,08/03,Jets,Browns,2ND QUARTER,1,CLE,0,3,0,5 Yard Pass,(15:00) K.Mond pass short left to T.Greaney to CLE 31 for 5 yards (C.Surratt).,2nd & 9 at CLE 26
2023,Hall Of Fame,THU,08/03,Jets,Browns,2ND QUARTER,1,CLE,0,4,0,3 Yard Pass,(14:11) (Shotgun) K.Mond pass short left to T.Greaney to CLE 34 for 3 yards (C.Cherelus).,3rd & 4 at CLE 31
2023,Hall Of Fame,THU,08/03,Jets,Browns,2ND QUARTER,1,CLE,0,5,0,Punt,"(13:27) C.Bojorquez punts 66 yards to end zone, Center-C.Hughlett, Touchback.",4th & 1 at CLE 34
2023,Hall Of Fame,THU,08/03,Jets,Browns,2ND QUARTER,2,NYJ,0,1,0,6 Yard Run,(13:18) I.Abanikanda right tackle to NYJ 26 for 6 yards (Da.Bell; R.Hickman).,1st & 10 at NYJ 20
2023,Hall Of Fame,THU,08/03,Jets,Browns,2ND QUARTER,2,NYJ,0,2,0,-5 Yard Penalty,"(12:32) PENALTY on NYJ, Delay of Game, 5 yards, enforced at NYJ 26 - No Play.",2nd & 4 at NYJ 26
2023,Hall Of Fame,THU,08/03,Jets,Browns,2ND QUARTER,2,NYJ,0,3,0,-1 Yard Run,(12:21) I.Abanikanda right end to NYJ 20 for -1 yards (T.Fields).,2nd & 9 at NYJ 21
2023,Hall Of Fame,THU,08/03,Jets,Browns,2ND QUARTER,2,NYJ,0,4,0,-5 Yard Penalty,"(11:43) (Shotgun) PENALTY on NYJ-T.Colon, False Start, 5 yards, enforced at NYJ 20 - No Play.",3rd & 10 at NYJ 20
2023,Hall Of Fame,THU,08/03,Jets,Browns,2ND QUARTER,2,NYJ,0,5,0,10 Yard Pass,(11:28) (Shotgun) T.Boyle pass short left to K.Yeboah to NYJ 25 for 10 yards (T.Graham).,3rd & 15 at NYJ 15
2023,Hall Of Fame,THU,08/03,Jets,Browns,2ND QUARTER,2,NYJ,0,6,0,Punt,"(10:41) T.Morstead punts 50 yards to CLE 25, Center-T.Hennessy. D.Felton to CLE 27 for 2 yards (J.Sherwood, A.Davis).",4th & 5 at NYJ 25
2023,Hall Of Fame,THU,08/03,Jets,Browns,2ND QUARTER,3,CLE,0,1,0,Interception,(10:28) (Shotgun) K.Mond pass short right intended for C.Tillman INTERCEPTED by C.Surratt at CLE 40. C.Surratt ran ob at CLE 27 for 13 yards (T.Greaney).,1st & 10 at CLE 27
2023,Hall Of Fame,THU,08/03,Jets,Browns,2ND QUARTER,4,NYJ,1,1,0,8 Yard Pass,(10:20) T.Boyle pass short left to J.Brownlee to CLE 19 for 8 yards (T.Fields).,1st & 10 at CLE 27
2023,Hall Of Fame,THU,08/03,Jets,Browns,2ND QUARTER,4,NYJ,1,2,0,9 Yard Pass,(9:45) (Shotgun) T.Boyle pass short left to J.Brownlee to CLE 10 for 9 yards (T.Graham).,2nd & 2 at CLE 19
2023,Hall Of Fame,THU,08/03,Jets,Browns,2ND QUARTER,4,NYJ,1,3,0,Touchdown Jets,"(9:09) (Shotgun) I.Abanikanda left end for 10 yards, TOUCHDOWN.",1st & 10 at CLE 10
2023,Hall Of Fame,THU,08/03,Jets,Browns,2ND QUARTER,4,NYJ,1,4,1,Extra Point Good,"G.Zuerlein extra point is GOOD, Center-T.Hennessy, Holder-T.Morstead.",XP attempt from CLE 15
2023,Hall Of Fame,THU,08/03,Jets,Browns,2ND QUARTER,5,CLE,1,1,0,Kickoff,G.Zuerlein kicks 62 yards from NYJ 35 to CLE 3. H.Hall to CLE 29 for 26 yards (W.McDonald).,Kickoff from NYJ 35
2023,Hall Of Fame,THU,08/03,Jets,Browns,2ND QUARTER,5,CLE,1,2,0,-2 Yard Pass,"(8:58) K.Mond pass short left to J.Kelly to NYJ 44 for 27 yards (T.Dean).
PENALTY on CLE-D.Forbes, Offensive Holding, 10 yards, enforced at CLE 37.",1st & 10 at CLE 29
2023,Hall Of Fame,THU,08/03,Jets,Browns,2ND QUARTER,5,CLE,1,3,0,Pass Incomplete,(8:27) (Shotgun) K.Mond pass incomplete short right to M.Harley.,1st & 12 at CLE 27
2023,Hall Of Fame,THU,08/03,Jets,Browns,2ND QUARTER,5,CLE,1,4,0,6 Yard Pass,(8:23) (Shotgun) K.Mond pass short middle to Dav.Bell to CLE 33 for 6 yards (C.Surratt).,2nd & 12 at CLE 27
2023,Hall Of Fame,THU,08/03,Jets,Browns,2ND QUARTER,5,CLE,1,5,0,11 Yard Pass,(7:45) (Shotgun) K.Mond pass short left to J.Kelly to CLE 44 for 11 yards (C.James).,3rd & 6 at CLE 33
2023,Hall Of Fame,THU,08/03,Jets,Browns,2ND QUARTER,5,CLE,1,6,0,4 Yard Run,(7:08) (Shotgun) J.Kelly right tackle to CLE 48 for 4 yards (T.Dean).,1st & 10 at CLE 44
2023,Hall Of Fame,THU,08/03,Jets,Browns,2ND QUARTER,5,CLE,1,7,0,Pass for No Gain,(6:21) (Shotgun) K.Mond pass short left to Dav.Bell to CLE 48 for no gain (T.Dean).,2nd & 6 at CLE 48
2023,Hall Of Fame,THU,08/03,Jets,Browns,2ND QUARTER,5,CLE,1,8,0,5 Yard Penalty,"(6:00) (Shotgun) K.Mond pass incomplete deep right to C.Tillman.
PENALTY on NYJ-B.Huff, Defensive Offside, 5 yards, enforced at CLE 48 - No Play.",3rd & 6 at CLE 48
2023,Hall Of Fame,THU,08/03,Jets,Browns,2ND QUARTER,5,CLE,1,9,0,Run for No Gain,(5:55) J.Kelly right guard to NYJ 47 for no gain (Bry.Hall).,3rd & 1 at NYJ 47
2023,Hall Of Fame,THU,08/03,Jets,Browns,2ND QUARTER,5,CLE,1,10,0,2 Yard Run,(5:12) K.Mond right guard to NYJ 45 for 2 yards (W.McDonald).,4th & 1 at NYJ 47
2023,Hall Of Fame,THU,08/03,Jets,Browns,2ND QUARTER,5,CLE,1,11,0,-10 Yard Penalty,"(4:30) K.Mond pass short right to Z.Mitchell-Paden to NYJ 42 for 3 yards (C.Cherelus).
PENALTY on CLE-M.Dunn, Offensive Holding, 10 yards, enforced at NYJ 45 - No Play.
Penalty on CLE-D.Jones, Offensive Holding, declined.",1st & 10 at NYJ 45
2023,Hall Of Fame,THU,08/03,Jets,Browns,2ND QUARTER,5,CLE,1,12,0,9 Yard Run,(4:09) D.Felton left tackle to NYJ 46 for 9 yards (C.Surratt).,1st & 20 at CLE 45
2023,Hall Of Fame,THU,08/03,Jets,Browns,2ND QUARTER,5,CLE,1,13,0,12 Yard Pass,(3:29) (Shotgun) K.Mond pass short left to D.Felton pushed ob at NYJ 34 for 12 yards (Z.Barnes).,2nd & 11 at NYJ 46
2023,Hall Of Fame,THU,08/03,Jets,Browns,2ND QUARTER,5,CLE,1,14,0,-3 Yard Pass,"(2:58) (Shotgun) K.Mond pass short right to D.Felton to NYJ 37 for -3 yards (C.James, I.Mack).",1st & 10 at NYJ 34
2023,Hall Of Fame,THU,08/03,Jets,Browns,2ND QUARTER,5,CLE,1,15,0,Pass Incomplete,(2:18) (Shotgun) K.Mond pass incomplete short left to T.Greaney.,2nd & 13 at NYJ 37
2023,Hall Of Fame,THU,08/03,Jets,Browns,2ND QUARTER,5,CLE,1,16,0,20 Yard Pass,"(2:10) (Shotgun) K.Mond pass short right to C.Tillman to NYJ 17 for 20 yards (Bry.Hall).
Penalty on NYJ-Bry.Hall, Defensive Holding, declined.",3rd & 13 at NYJ 37
2023,Hall Of Fame,THU,08/03,Jets,Browns,2ND QUARTER,5,CLE,1,17,0,4 Yard Run,(2:00) (Shotgun) J.Kelly left guard to NYJ 13 for 4 yards (T.Dean).,1st & 10 at NYJ 17
2023,Hall Of Fame,THU,08/03,Jets,Browns,2ND QUARTER,5,CLE,1,18,0,3 Yard Run,(1:22) (Shotgun) J.Kelly left guard to NYJ 10 for 3 yards (C.Johnson; B.Echols).,2nd & 6 at NYJ 13
2023,Hall Of Fame,THU,08/03,Jets,Browns,2ND QUARTER,5,CLE,1,19,0,7 Yard Run,(1:12) (Shotgun) J.Kelly left guard to NYJ 3 for 7 yards (Z.Barnes).,3rd & 3 at NYJ 10
2023,Hall Of Fame,THU,08/03,Jets,Browns,2ND QUARTER,5,CLE,1,20,0,Touchdown Browns,"(:35) K.Mond pass short left to J.Kelly for 3 yards, TOUCHDOWN.",1st & 3 at NYJ 3
2023,Hall Of Fame,THU,08/03,Jets,Browns,2ND QUARTER,5,CLE,1,21,1,Extra Point Good,"C.York extra point is GOOD, Center-C.Hughlett, Holder-C.Bojorquez.",XP attempt from NYJ 15
2023,Hall Of Fame,THU,08/03,Jets,Browns,2ND QUARTER,6,NYJ,1,1,0,Kickoff,C.York kicks 64 yards from CLE 35 to NYJ 1. X.Gipson to NYJ 46 for 45 yards (C.York).,Kickoff from CLE 35
2023,Hall Of Fame,THU,08/03,Jets,Browns,2ND QUARTER,6,NYJ,1,2,0,19 Yard Pass,(:24) (Shotgun) T.Boyle pass short middle to A.Erickson to CLE 35 for 19 yards (M.Diabate).,1st & 10 at NYJ 46
2023,Hall Of Fame,THU,08/03,Jets,Browns,2ND QUARTER,6,NYJ,1,3,0,Pass Incomplete,(:18) (Shotgun) T.Boyle pass incomplete short right to J.Brownlee (A.Green).,1st & 10 at CLE 35
2023,Hall Of Fame,THU,08/03,Jets,Browns,2ND QUARTER,6,NYJ,1,4,0,Pass Incomplete,(:15) (Shotgun) T.Boyle pass incomplete deep left to J.Brownlee.,2nd & 10 at CLE 35
2023,Hall Of Fame,THU,08/03,Jets,Browns,2ND QUARTER,6,NYJ,1,5,0,Pass Incomplete,(:09) (Shotgun) T.Boyle pass incomplete short left to J.Brownlee (C.Biggers).,3rd & 10 at CLE 35
2023,Hall Of Fame,THU,08/03,Jets,Browns,2ND QUARTER,6,NYJ,1,6,1,Field Goal,"(:05) G.Zuerlein 53 yard field goal is GOOD, Center-T.Hennessy, Holder-T.Morstead.",4th & 10 at CLE 35
2023,Hall Of Fame,THU,08/03,Jets,Browns,3RD QUARTER,1,NYJ,0,1,0,Kickoff,"C.York kicks 65 yards from CLE 35 to end zone, Touchback.",Kickoff from CLE 35
2023,Hall Of Fame,THU,08/03,Jets,Browns,3RD QUARTER,1,NYJ,0,2,0,Pass Incomplete,(15:00) T.Boyle pass incomplete short middle to T.Dye [S.Kamara].,1st & 10 at NYJ 25
2023,Hall Of Fame,THU,08/03,Jets,Browns,3RD QUARTER,1,NYJ,0,3,0,4 Yard Run,(14:56) T.Dye left guard to NYJ 29 for 4 yards (T.Togiai; I.McGuire).,2nd & 10 at NYJ 25
2023,Hall Of Fame,THU,08/03,Jets,Browns,3RD QUARTER,1,NYJ,0,4,0,5 Yard Penalty,"(14:14) (Shotgun) PENALTY on CLE-S.Kamara, Neutral Zone Infraction, 5 yards, enforced at NYJ 29 - No Play.",3rd & 6 at NYJ 29
2023,Hall Of Fame,THU,08/03,Jets,Browns,3RD QUARTER,1,NYJ,0,5,0,Run for No Gain,(13:58) I.Abanikanda left guard to NYJ 34 for no gain (S.Ika).,3rd & 1 at NYJ 34
2023,Hall Of Fame,THU,08/03,Jets,Browns,3RD QUARTER,1,NYJ,0,6,0,Punt,"(13:10) T.Morstead punts 52 yards to CLE 14, Center-T.Hennessy. D.Felton to CLE 34 for 20 yards (C.Cherelus).
PENALTY on CLE-J.Martin, Offensive Holding, 7 yards, enforced at CLE 14.",4th & 1 at NYJ 34
2023,Hall Of Fame,THU,08/03,Jets,Browns,3RD QUARTER,2,CLE,1,1,0,Pass Incomplete,(12:58) (Shotgun) D.Thompson-Robinson pass incomplete short middle to D.Felton (C.Cherelus).,1st & 10 at CLE 7
2023,Hall Of Fame,THU,08/03,Jets,Browns,3RD QUARTER,2,CLE,1,2,0,7 Yard Run,(12:53) D.Felton right tackle to CLE 14 for 7 yards (C.Johnson; J.Moreland).,2nd & 10 at CLE 7
2023,Hall Of Fame,THU,08/03,Jets,Browns,3RD QUARTER,2,CLE,1,3,0,7 Yard Pass,(12:13) (Shotgun) D.Thompson-Robinson pass short right to A.Schwartz to CLE 21 for 7 yards (J.Moreland).,3rd & 3 at CLE 14
2023,Hall Of Fame,THU,08/03,Jets,Browns,3RD QUARTER,2,CLE,1,4,0,Pass Incomplete,(11:39) D.Thompson-Robinson pass incomplete short middle to Z.Mitchell-Paden.,1st & 10 at CLE 21
2023,Hall Of Fame,THU,08/03,Jets,Browns,3RD QUARTER,2,CLE,1,5,0,12 Yard Run,(11:35) (Shotgun) D.Thompson-Robinson scrambles left tackle to CLE 33 for 12 yards (T.Smart).,2nd & 10 at CLE 21
2023,Hall Of Fame,THU,08/03,Jets,Browns,3RD QUARTER,2,CLE,1,6,0,2 Yard Run,(10:56) (Shotgun) D.Thompson-Robinson left end ran ob at CLE 35 for 2 yards (C.Johnson).,1st & 10 at CLE 33
2023,Hall Of Fame,THU,08/03,Jets,Browns,3RD QUARTER,2,CLE,1,7,0,-10 Yard Penalty,"(10:26) D.Felton right guard to CLE 42 for 7 yards (M.Spencer; D.Cruikshank).
PENALTY on CLE-L.Wypler, Offensive Holding, 10 yards, enforced at CLE 35 - No Play.",2nd & 8 at CLE 35
2023,Hall Of Fame,THU,08/03,Jets,Browns,3RD QUARTER,2,CLE,1,8,0,15 Yard Penalty,"(10:02) (Shotgun) D.Thompson-Robinson pass incomplete short right to T.Greaney.
PENALTY on NYJ-C.Johnson, Unnecessary Roughness, 15 yards, enforced at CLE 25 - No Play.",2nd & 18 at CLE 25
2023,Hall Of Fame,THU,08/03,Jets,Browns,3RD QUARTER,2,CLE,1,9,0,5 Yard Run,(9:59) D.Felton right guard to CLE 45 for 5 yards (M.Waters).,1st & 10 at CLE 40
2023,Hall Of Fame,THU,08/03,Jets,Browns,3RD QUARTER,2,CLE,1,10,0,-10 Yard Penalty,"(9:18) D.Felton right end to CLE 45 for no gain (J.Moreland).
PENALTY on CLE-D.Jones, Offensive Holding, 10 yards, enforced at CLE 45 - No Play.",2nd & 5 at CLE 45
2023,Hall Of Fame,THU,08/03,Jets,Browns,3RD QUARTER,2,CLE,1,11,0,14 Yard Pass,(8:59) (Shotgun) D.Thompson-Robinson pass short middle to M.Harley to CLE 49 for 14 yards (M.Waters).,2nd & 15 at CLE 35
2023,Hall Of Fame,THU,08/03,Jets,Browns,3RD QUARTER,2,CLE,1,12,0,5 Yard Penalty,"(8:20) D.Felton left guard to 50 for 1 yard (W.McDonald).
PENALTY on NYJ-W.McDonald, Defensive Offside, 5 yards, enforced at CLE 49 - No Play.",3rd & 1 at CLE 49
2023,Hall Of Fame,THU,08/03,Jets,Browns,3RD QUARTER,2,CLE,1,13,0,10 Yard Pass,(7:58) (Shotgun) D.Thompson-Robinson pass short right to Z.Mitchell-Paden to NYJ 36 for 10 yards (J.Moreland).,1st & 10 at NYJ 46
2023,Hall Of Fame,THU,08/03,Jets,Browns,3RD QUARTER,2,CLE,1,14,0,5 Yard Penalty,"(7:21) D.Felton left end to NYJ 34 for 2 yards (C.Cherelus).
PENALTY on NYJ-I.Mack, Defensive Offside, 5 yards, enforced at NYJ 36 - No Play.",1st & 10 at NYJ 36
2023,Hall Of Fame,THU,08/03,Jets,Browns,3RD QUARTER,2,CLE,1,15,0,15 Yard Run,(6:59) (Shotgun) D.Thompson-Robinson scrambles right end to NYJ 16 for 15 yards (T.Dean).,1st & 5 at NYJ 31
2023,Hall Of Fame,THU,08/03,Jets,Browns,3RD QUARTER,2,CLE,1,16,0,Touchdown Browns,"(6:18) (Shotgun) D.Felton left guard for 16 yards, TOUCHDOWN.",1st & 10 at NYJ 16
2023,Hall Of Fame,THU,08/03,Jets,Browns,3RD QUARTER,2,CLE,1,17,1,Extra Point Good,"C.York extra point is GOOD, Center-C.Hughlett, Holder-C.Bojorquez.",XP attempt from NYJ 15
2023,Hall Of Fame,THU,08/03,Jets,Browns,3RD QUARTER,3,NYJ,0,1,0,Kickoff,"C.York kicks 65 yards from CLE 35 to end zone, Touchback.",Kickoff from CLE 35
2023,Hall Of Fame,THU,08/03,Jets,Browns,3RD QUARTER,3,NYJ,0,2,0,9 Yard Pass,(6:11) T.Boyle pass short right to E.Jenkins to NYJ 34 for 9 yards (C.Mitchell).,1st & 10 at NYJ 25
2023,Hall Of Fame,THU,08/03,Jets,Browns,3RD QUARTER,3,NYJ,0,3,0,4 Yard Run,(5:37) T.Dye left guard to NYJ 38 for 4 yards (B.Bolden).,2nd & 1 at NYJ 34
2023,Hall Of Fame,THU,08/03,Jets,Browns,3RD QUARTER,3,NYJ,0,4,0,1 Yard Run,(5:02) T.Dye left tackle to NYJ 39 for 1 yard (I.McGuire).,1st & 10 at NYJ 38
2023,Hall Of Fame,THU,08/03,Jets,Browns,3RD QUARTER,3,NYJ,0,5,0,23 Yard Penalty,"(4:20) T.Boyle pass incomplete deep right to J.Brownlee.
PENALTY on CLE-C.Westry, Defensive Pass Interference, 23 yards, enforced at NYJ 39 - No Play.",2nd & 9 at NYJ 39
2023,Hall Of Fame,THU,08/03,Jets,Browns,3RD QUARTER,3,NYJ,0,6,0,6 Yard Pass,(4:15) T.Boyle pass short left to Z.Kuntz to CLE 32 for 6 yards (B.Bolden).,1st & 10 at CLE 38
2023,Hall Of Fame,THU,08/03,Jets,Browns,3RD QUARTER,3,NYJ,0,7,0,1 Yard Run,(3:35) T.Dye left guard to CLE 31 for 1 yard (M.Hurst).,2nd & 4 at CLE 32
2023,Hall Of Fame,THU,08/03,Jets,Browns,3RD QUARTER,3,NYJ,0,8,0,Run for No Gain,(2:55) (Shotgun) T.Dye right guard to CLE 31 for no gain (I.Thomas).,3rd & 3 at CLE 31
2023,Hall Of Fame,THU,08/03,Jets,Browns,3RD QUARTER,3,NYJ,0,9,0,Turnover on Downs,(2:16) (Shotgun) T.Boyle pass incomplete short right to A.Erickson.,4th & 3 at CLE 31
2023,Hall Of Fame,THU,08/03,Jets,Browns,3RD QUARTER,4,CLE,0,1,0,4 Yard Run,(2:12) (Shotgun) D.Felton right end to CLE 35 for 4 yards (J.Guidry).,1st & 10 at CLE 31
2023,Hall Of Fame,THU,08/03,Jets,Browns,3RD QUARTER,4,CLE,0,2,0,4 Yard Run,(1:32) D.Felton left tackle to CLE 39 for 4 yards (D.Cruikshank).,2nd & 6 at CLE 35
